taxid,species_id,assembly,superkingdom,kingdom,phylum,class,order,family,genus,species,strain_name
2325,2325,GCF_000763575.1,Bacteria,,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,Thermoanaerobacter,Thermoanaerobacter kivui,strain=LKT-1
2336,2336,GCF_000978535.1,Bacteria,,Thermotogae,Thermotogae,Thermotogales,Thermotogaceae,Thermotoga,Thermotoga maritima,strain=Tma200
2336,2336,GCF_000978575.1,Bacteria,,Thermotogae,Thermotogae,Thermotogales,Thermotogaceae,Thermotoga,Thermotoga maritima,strain=Tma100
2342,1486991,GCF_000517405.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Bruguierivoracaceae,Sodalis,Candidatus Sodalis pierantonius,strain=SOPE
2360,2360,GCF_003711265.1,Bacteria,,Proteobacteria,Gammaproteobacteria,,,,Bathymodiolus thermophilus thioautotrophic gill symbiont,strain=EPR9N
2371,2371,GCF_001456195.2,Bacteria,,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xylella,Xylella fastidiosa,strain=3124
2371,2371,GCF_001456275.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xylella,Xylella fastidiosa,strain=U24d
2371,2371,GCF_001456295.2,Bacteria,,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xylella,Xylella fastidiosa,strain=Pr8x
2371,2371,GCF_001456315.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xylella,Xylella fastidiosa,strain=Hib4
2371,2371,GCF_011801475.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xylella,Xylella fastidiosa,strain=ATCC 35879
2377,2377,GCF_007641255.1,Bacteria,,Firmicutes,Negativicutes,Selenomonadales,Sporomusaceae,Sporomusa,Sporomusa termitida,strain=DSM 4440
2423,2423,GCF_000767275.2,Bacteria,,Thermotogae,Thermotogae,Thermotogales,Fervidobacteriaceae,Fervidobacterium,Fervidobacterium islandicum,strain=AW-1
2434,2434,GCF_002983865.1,Bacteria,,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Roseobacter,Roseobacter denitrificans,strain=FDAARGOS_309
2702,2702,GCF_001953155.1,Bacteria,,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Gardnerella,Gardnerella vaginalis,strain=GV37
2702,2702,GCF_003812765.1,Bacteria,,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Gardnerella,Gardnerella vaginalis,strain=FDAARGOS_568
2702,2702,GCF_900637625.1,Bacteria,,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Gardnerella,Gardnerella vaginalis,strain=NCTC10287
2718,2718,GCF_900637305.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Cardiobacteriales,Cardiobacteriaceae,Cardiobacterium,Cardiobacterium hominis,strain=NCTC10426
2748,2748,GCF_001703555.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Carnobacterium,Carnobacterium divergens,strain=TMW 2.1579
2751,2751,GCF_001703575.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Carnobacterium,Carnobacterium maltaromaticum,strain=TMW 2.1581
2756,2756,GCF_001703515.1,Bacteria,,Firmicutes,Bacilli,Bacillales,Listeriaceae,Brochothrix,Brochothrix thermosphacta,strain=TMW 2.1564
2756,2756,GCF_001703535.1,Bacteria,,Firmicutes,Bacilli,Bacillales,Listeriaceae,Brochothrix,Brochothrix thermosphacta,strain=TMW 2.1572
2756,2756,GCF_002381265.1,Bacteria,,Firmicutes,Bacilli,Bacillales,Listeriaceae,Brochothrix,Brochothrix thermosphacta,strain=BI
2756,2756,GCF_002442515.1,Bacteria,,Firmicutes,Bacilli,Bacillales,Listeriaceae,Brochothrix,Brochothrix thermosphacta,strain=BII
2756,2756,GCF_900332045.1,Bacteria,,Firmicutes,Bacilli,Bacillales,Listeriaceae,Brochothrix,Brochothrix thermosphacta,
13035,292566,GCF_000317615.1,Bacteria,,Cyanobacteria,,Synechococcales,Synechococcaceae,Dactylococcopsis,Dactylococcopsis salina,strain=PCC 8305
13373,13373,GCF_000755785.1,Bacteria,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia mallei,strain=FMH 23344
13373,13373,GCF_000755845.1,Bacteria,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia mallei,strain=6
13373,13373,GCF_000755865.1,Bacteria,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia mallei,strain=23344
13373,13373,GCF_000755885.1,Bacteria,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia mallei,strain=BMQ
13373,13373,GCF_000756025.1,Bacteria,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia mallei,strain=2000031063
13373,13373,GCF_000959165.1,Bacteria,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia mallei,strain=2002734299
13373,13373,GCF_000959405.1,Bacteria,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia mallei,strain=11
13373,13373,GCF_000959465.1,Bacteria,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia mallei,strain=India86-567-2
13373,13373,GCF_000959485.1,Bacteria,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia mallei,strain=2002734306
13373,13373,GCF_000959625.1,Bacteria,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia mallei,strain=2002721276
13373,13373,GCF_001729545.1,Bacteria,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia mallei,strain=Bahrain1
13373,13373,GCF_002345985.1,Bacteria,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia mallei,strain=Turkey1
13373,13373,GCF_002346005.1,Bacteria,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia mallei,strain=Turkey10
13373,13373,GCF_002346025.1,Bacteria,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia mallei,strain=Turkey2
13373,13373,GCF_002346045.1,Bacteria,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia mallei,strain=FMH
13373,13373,GCF_002346065.1,Bacteria,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia mallei,strain=Turkey3
13373,13373,GCF_002346085.1,Bacteria,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia mallei,strain=Turkey4
13373,13373,GCF_002346105.1,Bacteria,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia mallei,strain=Turkey5
13373,13373,GCF_002346125.1,Bacteria,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia mallei,strain=Turkey6
13373,13373,GCF_002346145.1,Bacteria,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia mallei,strain=Turkey7
13373,13373,GCF_002346165.1,Bacteria,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia mallei,strain=Turkey8
13373,13373,GCF_002346185.1,Bacteria,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia mallei,strain=Turkey9
13373,13373,GCF_002346205.1,Bacteria,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia mallei,strain=JHU
13689,13689,GCF_003314795.2,Bacteria,,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas paucimobilis,strain=AIMST S2
13689,13689,GCF_014169955.1,Bacteria,,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas paucimobilis,strain=Kira
13689,13689,GCF_016027095.1,Bacteria,,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas paucimobilis,strain=FDAARGOS_908
13689,13689,GCF_016028435.1,Bacteria,,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas paucimobilis,strain=FDAARGOS_881
13689,13689,GCF_016919545.1,Bacteria,,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas paucimobilis,strain=ZJSH1
13690,13690,GCF_001078495.2,Bacteria,,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,Sphingobium yanoikuyae,strain=SHJ
13690,13690,GCF_002504085.1,Bacteria,,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,Sphingobium yanoikuyae,strain=S72
13690,13690,GCF_003697265.1,Bacteria,,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,Sphingobium yanoikuyae,strain=SJTF8
13690,13690,GCF_009856545.1,Bacteria,,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,Sphingobium yanoikuyae,strain=YC-JY1
13690,13690,GCF_013001025.1,Bacteria,,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,Sphingobium yanoikuyae,strain=YC-XJ2
13690,13690,GCF_014235165.1,Bacteria,,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,Sphingobium yanoikuyae,strain=A3
28025,28025,GCF_000695895.1,Bacteria,,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium animalis,strain=RH
28025,28025,GCF_000817045.1,Bacteria,,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium animalis,strain=A6
28025,28025,GCF_002220485.1,Bacteria,,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium animalis,strain=BL3
28025,28025,GCF_004135895.1,Bacteria,,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium animalis,strain=01
28025,28025,GCF_008041995.1,Bacteria,,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium animalis,strain=B06
28025,28025,GCF_011770105.1,Bacteria,,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium animalis,strain=Probio-M8
28025,28025,GCF_015377505.1,Bacteria,,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium animalis,strain=TK-J6A
28025,28025,GCF_902387355.1,Bacteria,,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium animalis,
28026,28026,GCF_003952825.1,Bacteria,,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium pseudocatenulatum,strain=12
28026,28026,GCF_017743235.1,Bacteria,,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium pseudocatenulatum,strain=N2
28028,28028,GCF_001941465.1,Bacteria,,Actinobacteria,Actinomycetia,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium flavescens,strain=OJ8
28031,28031,GCF_000724775.3,Bacteria,,Firmicutes,Bacilli,Bacillales,Bacillaceae,Lysinibacillus,Lysinibacillus fusiformis,strain=RB-21
28031,28031,GCF_016925635.1,Bacteria,,Firmicutes,Bacilli,Bacillales,Bacillaceae,Lysinibacillus,Lysinibacillus fusiformis,strain=NEB1292
28035,28035,GCF_001558775.1,Bacteria,,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus lugdunensis,strain=FDAARGOS_141
28035,28035,GCF_001558815.2,Bacteria,,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus lugdunensis,strain=FDAARGOS_143
28035,28035,GCF_002073395.2,Bacteria,,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus lugdunensis,strain=FDAARGOS_222
28035,28035,GCF_002250095.2,Bacteria,,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus lugdunensis,strain=K93G
28035,28035,GCF_002407165.1,Bacteria,,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus lugdunensis,strain=FDAARGOS_377
28035,28035,GCF_002591215.1,Bacteria,,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus lugdunensis,strain=FDAARGOS_381
28035,28035,GCF_008728715.1,Bacteria,,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus lugdunensis,strain=SL29
28035,28035,GCF_008728735.1,Bacteria,,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus lugdunensis,strain=SL55
28035,28035,GCF_008728755.1,Bacteria,,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus lugdunensis,strain=SL117
28035,28035,GCF_008728775.1,Bacteria,,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus lugdunensis,strain=SL118
28035,28035,GCF_008728795.1,Bacteria,,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus lugdunensis,strain=SL122
28035,28035,GCF_008728815.1,Bacteria,,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus lugdunensis,strain=SL13
28035,28035,GCF_009931395.1,Bacteria,,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus lugdunensis,strain=APC 3758
28035,28035,GCF_011403135.1,Bacteria,,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus lugdunensis,strain=JICS135
28035,28035,GCF_014962425.1,Bacteria,,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus lugdunensis,strain=IVK28
28035,28035,GCF_016804245.1,Bacteria,,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus lugdunensis,strain=MBAZ2
28035,28035,GCF_900474705.1,Bacteria,,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus lugdunensis,strain=NCTC7990
28035,28035,GCF_900478255.1,Bacteria,,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus lugdunensis,strain=NCTC12217
28037,28037,GCF_000722765.2,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus mitis,strain=SK637
28037,28037,GCF_001281025.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus mitis,strain=KCOM 1350 (= ChDC B183)
28037,28037,GCF_001560895.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus mitis,strain=SVGS_061
28037,28037,GCF_009730515.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus mitis,strain=FDAARGOS_684
28037,28037,GCF_013305725.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus mitis,strain=S022-V3-A4
28037,28037,GCF_016658865.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus mitis,strain=S022-V7-A3
28038,28038,GCF_001663835.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Latilactobacillus,Latilactobacillus curvatus,strain=FBA2
28038,28038,GCF_001698165.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Latilactobacillus,Latilactobacillus curvatus,strain=WiKim52
28038,28038,GCF_001723545.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Latilactobacillus,Latilactobacillus curvatus,strain=WiKim38
28038,28038,GCF_002224425.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Latilactobacillus,Latilactobacillus curvatus,strain=MRS6
28038,28038,GCF_002224505.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Latilactobacillus,Latilactobacillus curvatus,strain=KG6
28038,28038,GCF_003254785.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Latilactobacillus,Latilactobacillus curvatus,strain=ZJUNIT8
28038,28038,GCF_003410375.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Latilactobacillus,Latilactobacillus curvatus,strain=TMW 1.1928
28038,28038,GCF_003957415.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Latilactobacillus,Latilactobacillus curvatus,strain=IRG2
28038,28038,GCF_004088235.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Latilactobacillus,Latilactobacillus curvatus,strain=SRCM103465
28038,28038,GCF_007954645.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Latilactobacillus,Latilactobacillus curvatus,strain=CBA3617
28047,28047,GCF_010729895.1,Bacteria,,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium confluentis,strain=JCM 13671
28072,28072,GCF_000316645.1,Bacteria,,Cyanobacteria,,Nostocales,Nostocaceae,Nostoc,Nostoc sp. PCC 7524,strain=PCC 7524
28080,28080,GCF_900637395.1,Bacteria,,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter upsaliensis,strain=NCTC11541
28084,28084,GCF_900635815.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella cherrii,strain=NCTC11976
28087,28087,GCF_002848365.2,Bacteria,,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella sainthelensi,strain=LA01-117
28087,28087,GCF_900635835.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella sainthelensi,strain=NCTC12450
28087,28087,GCF_900637685.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella sainthelensi,strain=NCTC11988
28090,28090,GCF_009730095.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Acinetobacter lwoffii,strain=FDAARGOS_552
28090,28090,GCF_015602705.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Acinetobacter lwoffii,strain=12CE1
28091,28091,GCF_900086555.1,Bacteria,,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria weaveri,strain=NCTC13585
28091,28091,GCF_900638685.1,Bacteria,,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria weaveri,strain=NCTC12742
28095,28095,GCF_000959725.1,Bacteria,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia gladioli,strain=ATCC 10248
28095,28095,GCF_003713105.1,Bacteria,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia gladioli,strain=Burkholderia gladioli Co14
28095,28095,GCF_014263355.1,Bacteria,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia gladioli,strain=CGB10
28095,28095,GCF_016698705.1,Bacteria,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia gladioli,strain=BBB-01
28099,28099,GCF_017584165.1,Bacteria,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Agrobacterium,Agrobacterium rubi,strain=W2/73
28104,28104,GCF_014189455.1,Bacteria,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Mesorhizobium,Mesorhizobium huakuii,strain=583
28108,28108,GCF_001562235.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,Alteromonas macleodii,strain=D7
28108,28108,GCF_001578515.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,Alteromonas macleodii,strain=HOT1A3
28108,28108,GCF_002849875.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,Alteromonas macleodii,strain=Te101
28109,28109,GCF_002221505.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas nigrifaciens,strain=KMM 661
28110,28110,GCF_000833195.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Thiotrichales,Francisellaceae,Francisella,Francisella philomiragia,strain=O#319-029
28110,28110,GCF_000833215.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Thiotrichales,Francisellaceae,Francisella,Francisella philomiragia,strain=O#319-067
28110,28110,GCF_000833255.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Thiotrichales,Francisellaceae,Francisella,Francisella philomiragia,strain=GA01-2794
28110,28110,GCF_000833295.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Thiotrichales,Francisellaceae,Francisella,Francisella philomiragia,strain=O#319-036 [FSC 153]
28110,28110,GCF_000833315.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Thiotrichales,Francisellaceae,Francisella,Francisella philomiragia,strain=GA01-2801
28113,28113,GCF_002998535.1,Bacteria,,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides heparinolyticus,strain=F0111
28116,28116,GCF_001314995.1,Bacteria,,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides ovatus,strain=ATCC 8483
28116,28116,GCF_007012325.1,Bacteria,,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides ovatus,strain=3725 D1 iv
28116,28116,GCF_009734165.1,Bacteria,,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides ovatus,strain=FDAARGOS_733
28118,28118,GCF_900187175.1,Bacteria,,Bacteroidetes,Bacteroidia,Bacteroidales,Odoribacteraceae,Odoribacter,Odoribacter splanchnicus,strain=NCTC10825
28119,28119,GCF_002998435.1,Bacteria,,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides zoogleoformans,strain=ATCC 33285
28129,28129,GCF_003515045.1,Bacteria,,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella denticola,strain=KCOM 1525
28129,28129,GCF_018128165.1,Bacteria,,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella denticola,strain=F0288
28129,28129,GCF_018128185.1,Bacteria,,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella denticola,strain=F0119
28131,28131,GCF_001548195.1,Bacteria,,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella intermedia,strain=17-2
28131,28131,GCF_001953935.1,Bacteria,,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella intermedia,strain=17
28131,28131,GCF_002355195.1,Bacteria,,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella intermedia,strain=OMA14
28131,28131,GCF_002763535.1,Bacteria,,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella intermedia,strain=KCOM 2033
28131,28131,GCF_002763575.1,Bacteria,,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella intermedia,strain=KCOM 2836
28131,28131,GCF_002763715.1,Bacteria,,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella intermedia,strain=KCOM 1949
28131,28131,GCF_002763745.1,Bacteria,,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella intermedia,strain=KCOM 2837
28131,28131,GCF_002763785.1,Bacteria,,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella intermedia,strain=KCOM 2838
28131,28131,GCF_002763845.1,Bacteria,,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella intermedia,strain=KCOM 1933
28131,28131,GCF_002763955.1,Bacteria,,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella intermedia,strain=KCOM 1741
28131,28131,GCF_002763975.1,Bacteria,,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella intermedia,strain=KCOM 1944
